Train_Number,Source_Station,Destination_Station,Avg_Delay
13005,PNC,BOY,40
13005,PNC,JNH,50
13005,PNC,BSE,53
13005,PNC,MBDP,66
13005,PNC,AME,64
13005,PNC,GNG,66
13005,PNC,JAIS,65
13005,PNC,RBL,62
13005,PNC,BCN,64
13005,PNC,LKO,37
13005,PNC,BLM,34
13005,PNC,HRI,38
13005,PNC,SPN,37
13005,PNC,BE,49
13005,PNC,RMU,56
13005,PNC,MB,45
13005,PNC,DPR,49
13005,PNC,NGG,50
13005,PNC,NBD,52
13005,PNC,LRJ,50
13005,PNC,RK,51
13005,PNC,SRE,41
13005,PNC,YJUD,47
13005,PNC,UMB,43
13005,PNC,RPJ,48
13005,PNC,SIR,51
13005,PNC,LDH,83
13005,PNC,PHR,89
13005,PNC,PGW,89
13005,PNC,JRC,92
13005,PNC,JUC,88
13005,PNC,KRE,85
13005,PNC,BEAS,86
13005,PNC,ASR,79
13005,PNBE,DNR,53
13005,PNBE,ARA,60
13005,PNBE,DURE,69
13005,PNBE,BXR,63
13005,PNBE,GMR,68
13005,PNBE,DLN,63
13005,PNBE,ZNA,66
13005,PNBE,DHA,179
13005,PNBE,DDU,26
13005,PNBE,KEI,30
13005,PNBE,BSB,33
13005,PNBE,BOY,40
13005,PNBE,JNH,50
13005,PNBE,BSE,53
13005,PNBE,MBDP,66
13005,PNBE,AME,64
13005,PNBE,GNG,66
13005,PNBE,JAIS,65
13005,PNBE,RBL,62
13005,PNBE,BCN,64
13005,PNBE,LKO,37
13005,PNBE,BLM,34
13005,PNBE,HRI,38
13005,PNBE,SPN,37
13005,PNBE,BE,49
13005,PNBE,RMU,56
13005,PNBE,MB,45
13005,PNBE,DPR,49
13005,PNBE,NGG,50
13005,PNBE,NBD,52
13005,PNBE,LRJ,50
13005,PNBE,RK,51
13005,PNBE,SRE,41
13005,PNBE,YJUD,47
13005,PNBE,UMB,43
13005,PNBE,RPJ,48
13005,PNBE,SIR,51
13005,PNBE,LDH,83
13005,PNBE,PHR,89
13005,PNBE,PGW,89
13005,PNBE,JRC,92
13005,PNBE,JUC,88
13005,PNBE,KRE,85
13005,PNBE,BEAS,86
13005,PNBE,ASR,79
13005,DNR,ARA,60
13005,DNR,DURE,69
13005,DNR,BXR,63
13005,DNR,GMR,68
13005,DNR,DLN,63
13005,DNR,ZNA,66
13005,DNR,DHA,179
13005,DNR,DDU,26
13005,DNR,KEI,30
13005,DNR,BSB,33
13005,DNR,BOY,40
13005,DNR,JNH,50
13005,DNR,BSE,53
13005,DNR,MBDP,66
13005,DNR,AME,64
13005,DNR,GNG,66
13005,DNR,JAIS,65
13005,DNR,RBL,62
13005,DNR,BCN,64
13005,DNR,LKO,37
13005,DNR,BLM,34
13005,DNR,HRI,38
13005,DNR,SPN,37
13005,DNR,BE,49
13005,DNR,RMU,56
13005,DNR,MB,45
13005,DNR,DPR,49
13005,DNR,NGG,50
13005,DNR,NBD,52
13005,DNR,LRJ,50
13005,DNR,RK,51
13005,DNR,SRE,41
13005,DNR,YJUD,47
13005,DNR,UMB,43
13005,DNR,RPJ,48
13005,DNR,SIR,51
13005,DNR,LDH,83
13005,DNR,PHR,89
13005,DNR,PGW,89
13005,DNR,JRC,92
13005,DNR,JUC,88
13005,DNR,KRE,85
13005,DNR,BEAS,86
13005,DNR,ASR,79
13005,ARA,DURE,69
13005,ARA,BXR,63
13005,ARA,GMR,68
13005,ARA,DLN,63
13005,ARA,ZNA,66
13005,ARA,DHA,179
13005,ARA,DDU,26
13005,ARA,KEI,30
13005,ARA,BSB,33
13005,ARA,BOY,40
13005,ARA,JNH,50
13005,ARA,BSE,53
13005,ARA,MBDP,66
13005,ARA,AME,64
13005,ARA,GNG,66
13005,ARA,JAIS,65
13005,ARA,RBL,62
13005,ARA,BCN,64
13005,ARA,LKO,37
13005,ARA,BLM,34
13005,ARA,HRI,38
13005,ARA,SPN,37
13005,ARA,BE,49
13005,ARA,RMU,56
13005,ARA,MB,45
13005,ARA,DPR,49
13005,ARA,NGG,50
13005,ARA,NBD,52
13005,ARA,LRJ,50
13005,ARA,RK,51
13005,ARA,SRE,41
13005,ARA,YJUD,47
13005,ARA,UMB,43
13005,ARA,RPJ,48
13005,ARA,SIR,51
13005,ARA,LDH,83
13005,ARA,PHR,89
13005,ARA,PGW,89
13005,ARA,JRC,92
13005,ARA,JUC,88
13005,ARA,KRE,85
13005,ARA,BEAS,86
13005,ARA,ASR,79
13005,DURE,BXR,63
13005,DURE,GMR,68
13005,DURE,DLN,63
13005,DURE,ZNA,66
13005,DURE,DHA,179
13005,DURE,DDU,26
13005,DURE,KEI,30
13005,DURE,BSB,33
13005,DURE,BOY,40
13005,DURE,JNH,50
13005,DURE,BSE,53
13005,DURE,MBDP,66
13005,DURE,AME,64
13005,DURE,GNG,66
13005,DURE,JAIS,65
13005,DURE,RBL,62
13005,DURE,BCN,64
13005,DURE,LKO,37
13005,DURE,BLM,34
13005,DURE,HRI,38
13005,DURE,SPN,37
13005,DURE,BE,49
13005,DURE,RMU,56
13005,DURE,MB,45
13005,DURE,DPR,49
13005,DURE,NGG,50
13005,DURE,NBD,52
13005,DURE,LRJ,50
13005,DURE,RK,51
13005,DURE,SRE,41
13005,DURE,YJUD,47
13005,DURE,UMB,43
13005,DURE,RPJ,48
13005,DURE,SIR,51
13005,DURE,LDH,83
13005,DURE,PHR,89
13005,DURE,PGW,89
13005,DURE,JRC,92
13005,DURE,JUC,88
13005,DURE,KRE,85
13005,DURE,BEAS,86
13005,DURE,ASR,79
13005,BXR,GMR,68
13005,BXR,DLN,63
13005,BXR,ZNA,66
13005,BXR,DHA,179
13005,BXR,DDU,26
13005,BXR,KEI,30
13005,BXR,BSB,33
13005,BXR,BOY,40
13005,BXR,JNH,50
13005,BXR,BSE,53
13005,BXR,MBDP,66
13005,BXR,AME,64
13005,BXR,GNG,66
13005,BXR,JAIS,65
13005,BXR,RBL,62
13005,BXR,BCN,64
13005,BXR,LKO,37
13005,BXR,BLM,34
13005,BXR,HRI,38
13005,BXR,SPN,37
13005,BXR,BE,49
13005,BXR,RMU,56
13005,BXR,MB,45
13005,BXR,DPR,49
13005,BXR,NGG,50
13005,BXR,NBD,52
13005,BXR,LRJ,50
13005,BXR,RK,51
13005,BXR,SRE,41
13005,BXR,YJUD,47
13005,BXR,UMB,43
13005,BXR,RPJ,48
13005,BXR,SIR,51
13005,BXR,LDH,83
13005,BXR,PHR,89
13005,BXR,PGW,89
13005,BXR,JRC,92
13005,BXR,JUC,88
13005,BXR,KRE,85
13005,BXR,BEAS,86
13005,BXR,ASR,79
13005,GMR,DLN,63
13005,GMR,ZNA,66
13005,GMR,DHA,179
13005,GMR,DDU,26
13005,GMR,KEI,30
13005,GMR,BSB,33
13005,GMR,BOY,40
13005,GMR,JNH,50
13005,GMR,BSE,53
13005,GMR,MBDP,66
13005,GMR,AME,64
13005,GMR,GNG,66
13005,GMR,JAIS,65
13005,GMR,RBL,62
13005,GMR,BCN,64
13005,GMR,LKO,37
13005,GMR,BLM,34
13005,GMR,HRI,38
13005,GMR,SPN,37
13005,GMR,BE,49
13005,GMR,RMU,56
13005,GMR,MB,45
13005,GMR,DPR,49
13005,GMR,NGG,50
13005,GMR,NBD,52
13005,GMR,LRJ,50
13005,GMR,RK,51
13005,GMR,SRE,41
13005,GMR,YJUD,47
13005,GMR,UMB,43
13005,GMR,RPJ,48
13005,GMR,SIR,51
13005,GMR,LDH,83
13005,GMR,PHR,89
13005,GMR,PGW,89
13005,GMR,JRC,92
13005,GMR,JUC,88
13005,GMR,KRE,85
13005,GMR,BEAS,86
13005,GMR,ASR,79
13005,DLN,ZNA,66
13005,DLN,DHA,179
13005,DLN,DDU,26
13005,DLN,KEI,30
13005,DLN,BSB,33
13005,DLN,BOY,40
13005,DLN,JNH,50
13005,DLN,BSE,53
13005,DLN,MBDP,66
13005,DLN,AME,64
13005,DLN,GNG,66
13005,DLN,JAIS,65
13005,DLN,RBL,62
13005,DLN,BCN,64
13005,DLN,LKO,37
13005,DLN,BLM,34
13005,DLN,HRI,38
13005,DLN,SPN,37
13005,DLN,BE,49
13005,DLN,RMU,56
13005,DLN,MB,45
13005,DLN,DPR,49
13005,DLN,NGG,50
13005,DLN,NBD,52
13005,DLN,LRJ,50
13005,DLN,RK,51
13005,DLN,SRE,41
13005,DLN,YJUD,47
13005,DLN,UMB,43
13005,DLN,RPJ,48
13005,DLN,SIR,51
13005,DLN,LDH,83
13005,DLN,PHR,89
13005,DLN,PGW,89
13005,DLN,JRC,92
13005,DLN,JUC,88
13005,DLN,KRE,85
13005,DLN,BEAS,86
13005,DLN,ASR,79
13005,ZNA,DHA,179
13005,ZNA,DDU,26
13005,ZNA,KEI,30
13005,ZNA,BSB,33
13005,ZNA,BOY,40
13005,ZNA,JNH,50
13005,ZNA,BSE,53
13005,ZNA,MBDP,66
13005,ZNA,AME,64
13005,ZNA,GNG,66
13005,ZNA,JAIS,65
13005,ZNA,RBL,62
13005,ZNA,BCN,64
13005,ZNA,LKO,37
13005,ZNA,BLM,34
13005,ZNA,HRI,38
13005,ZNA,SPN,37
13005,ZNA,BE,49
13005,ZNA,RMU,56
13005,ZNA,MB,45
13005,ZNA,DPR,49
13005,ZNA,NGG,50
13005,ZNA,NBD,52
13005,ZNA,LRJ,50
13005,ZNA,RK,51
13005,ZNA,SRE,41
13005,ZNA,YJUD,47
13005,ZNA,UMB,43
13005,ZNA,RPJ,48
13005,ZNA,SIR,51
13005,ZNA,LDH,83
13005,ZNA,PHR,89
13005,ZNA,PGW,89
13005,ZNA,JRC,92
13005,ZNA,JUC,88
13005,ZNA,KRE,85
13005,ZNA,BEAS,86
13005,ZNA,ASR,79
13005,DHA,DDU,26
13005,DHA,KEI,30
13005,DHA,BSB,33
13005,DHA,BOY,40
13005,DHA,JNH,50
13005,DHA,BSE,53
13005,DHA,MBDP,66
13005,DHA,AME,64
13005,DHA,GNG,66
13005,DHA,JAIS,65
13005,DHA,RBL,62
13005,DHA,BCN,64
13005,DHA,LKO,37
13005,DHA,BLM,34
13005,DHA,HRI,38
13005,DHA,SPN,37
13005,DHA,BE,49
13005,DHA,RMU,56
13005,DHA,MB,45
13005,DHA,DPR,49
13005,DHA,NGG,50
13005,DHA,NBD,52
13005,DHA,LRJ,50
13005,DHA,RK,51
13005,DHA,SRE,41
13005,DHA,YJUD,47
13005,DHA,UMB,43
13005,DHA,RPJ,48
13005,DHA,SIR,51
13005,DHA,LDH,83
13005,DHA,PHR,89
13005,DHA,PGW,89
13005,DHA,JRC,92
13005,DHA,JUC,88
13005,DHA,KRE,85
13005,DHA,BEAS,86
13005,DHA,ASR,79
13005,DDU,KEI,30
13005,DDU,BSB,33
13005,DDU,BOY,40
13005,DDU,JNH,50
13005,DDU,BSE,53
13005,DDU,MBDP,66
13005,DDU,AME,64
13005,DDU,GNG,66
13005,DDU,JAIS,65
13005,DDU,RBL,62
13005,DDU,BCN,64
13005,DDU,LKO,37
13005,DDU,BLM,34
13005,DDU,HRI,38
13005,DDU,SPN,37
13005,DDU,BE,49
13005,DDU,RMU,56
13005,DDU,MB,45
13005,DDU,DPR,49
13005,DDU,NGG,50
13005,DDU,NBD,52
13005,DDU,LRJ,50
13005,DDU,RK,51
13005,DDU,SRE,41
13005,DDU,YJUD,47
13005,DDU,UMB,43
13005,DDU,RPJ,48
13005,DDU,SIR,51
13005,DDU,LDH,83
13005,DDU,PHR,89
13005,DDU,PGW,89
13005,DDU,JRC,92
13005,DDU,JUC,88
13005,DDU,KRE,85
13005,DDU,BEAS,86
13005,DDU,ASR,79
13005,KEI,BSB,33
13005,KEI,BOY,40
13005,KEI,JNH,50
13005,KEI,BSE,53
13005,KEI,MBDP,66
13005,KEI,AME,64
13005,KEI,GNG,66
13005,KEI,JAIS,65
13005,KEI,RBL,62
13005,KEI,BCN,64
13005,KEI,LKO,37
13005,KEI,BLM,34
13005,KEI,HRI,38
13005,KEI,SPN,37
13005,KEI,BE,49
13005,KEI,RMU,56
13005,KEI,MB,45
13005,KEI,DPR,49
13005,KEI,NGG,50
13005,KEI,NBD,52
13005,KEI,LRJ,50
13005,KEI,RK,51
13005,KEI,SRE,41
13005,KEI,YJUD,47
13005,KEI,UMB,43
13005,KEI,RPJ,48
13005,KEI,SIR,51
13005,KEI,LDH,83
13005,KEI,PHR,89
13005,KEI,PGW,89
13005,KEI,JRC,92
13005,KEI,JUC,88
13005,KEI,KRE,85
13005,KEI,BEAS,86
13005,KEI,ASR,79
13005,BSB,BOY,40
13005,BSB,JNH,50
13005,BSB,BSE,53
13005,BSB,MBDP,66
13005,BSB,AME,64
13005,BSB,GNG,66
13005,BSB,JAIS,65
13005,BSB,RBL,62
13005,BSB,BCN,64
13005,BSB,LKO,37
13005,BSB,BLM,34
13005,BSB,HRI,38
13005,BSB,SPN,37
13005,BSB,BE,49
13005,BSB,RMU,56
13005,BSB,MB,45
13005,BSB,DPR,49
13005,BSB,NGG,50
13005,BSB,NBD,52
13005,BSB,LRJ,50
13005,BSB,RK,51
13005,BSB,SRE,41
13005,BSB,YJUD,47
13005,BSB,UMB,43
13005,BSB,RPJ,48
13005,BSB,SIR,51
13005,BSB,LDH,83
13005,BSB,PHR,89
13005,BSB,PGW,89
13005,BSB,JRC,92
13005,BSB,JUC,88
13005,BSB,KRE,85
13005,BSB,BEAS,86
13005,BSB,ASR,79
13005,BOY,JNH,50
13005,BOY,BSE,53
13005,BOY,MBDP,66
13005,BOY,AME,64
13005,BOY,GNG,66
13005,BOY,JAIS,65
13005,BOY,RBL,62
13005,BOY,BCN,64
13005,BOY,LKO,37
13005,BOY,BLM,34
13005,BOY,HRI,38
13005,BOY,SPN,37
13005,BOY,BE,49
13005,BOY,RMU,56
13005,BOY,MB,45
13005,BOY,DPR,49
13005,BOY,NGG,50
13005,BOY,NBD,52
13005,BOY,LRJ,50
13005,BOY,RK,51
13005,BOY,SRE,41
13005,BOY,YJUD,47
13005,BOY,UMB,43
13005,BOY,RPJ,48
13005,BOY,SIR,51
13005,BOY,LDH,83
13005,BOY,PHR,89
13005,BOY,PGW,89
13005,BOY,JRC,92
13005,BOY,JUC,88
13005,BOY,KRE,85
13005,BOY,BEAS,86
13005,BOY,ASR,79
13005,JNH,BSE,53
13005,JNH,MBDP,66
13005,JNH,AME,64
13005,JNH,GNG,66
13005,JNH,JAIS,65
13005,JNH,RBL,62
13005,JNH,BCN,64
13005,JNH,LKO,37
13005,JNH,BLM,34
13005,JNH,HRI,38
13005,JNH,SPN,37
13005,JNH,BE,49
13005,JNH,RMU,56
13005,JNH,MB,45
13005,JNH,DPR,49
13005,JNH,NGG,50
13005,JNH,NBD,52
13005,JNH,LRJ,50
13005,JNH,RK,51
13005,JNH,SRE,41
13005,JNH,YJUD,47
13005,JNH,UMB,43
13005,JNH,RPJ,48
13005,JNH,SIR,51
13005,JNH,LDH,83
13005,JNH,PHR,89
13005,JNH,PGW,89
13005,JNH,JRC,92
13005,JNH,JUC,88
13005,JNH,KRE,85
13005,JNH,BEAS,86
13005,JNH,ASR,79
13005,BSE,MBDP,66
13005,BSE,AME,64
13005,BSE,GNG,66
13005,BSE,JAIS,65
13005,BSE,RBL,62
13005,BSE,BCN,64
13005,BSE,LKO,37
13005,BSE,BLM,34
13005,BSE,HRI,38
13005,BSE,SPN,37
13005,BSE,BE,49
13005,BSE,RMU,56
13005,BSE,MB,45
13005,BSE,DPR,49
13005,BSE,NGG,50
13005,BSE,NBD,52
13005,BSE,LRJ,50
13005,BSE,RK,51
13005,BSE,SRE,41
13005,BSE,YJUD,47
13005,BSE,UMB,43
13005,BSE,RPJ,48
13005,BSE,SIR,51
13005,BSE,LDH,83
13005,BSE,PHR,89
13005,BSE,PGW,89
13005,BSE,JRC,92
13005,BSE,JUC,88
13005,BSE,KRE,85
13005,BSE,BEAS,86
13005,BSE,ASR,79
13005,MBDP,AME,64
13005,MBDP,GNG,66
13005,MBDP,JAIS,65
13005,MBDP,RBL,62
13005,MBDP,BCN,64
13005,MBDP,LKO,37
13005,MBDP,BLM,34
13005,MBDP,HRI,38
13005,MBDP,SPN,37
13005,MBDP,BE,49
13005,MBDP,RMU,56
13005,MBDP,MB,45
13005,MBDP,DPR,49
13005,MBDP,NGG,50
13005,MBDP,NBD,52
13005,MBDP,LRJ,50
13005,MBDP,RK,51
13005,MBDP,SRE,41
13005,MBDP,YJUD,47
13005,MBDP,UMB,43
13005,MBDP,RPJ,48
13005,MBDP,SIR,51
13005,MBDP,LDH,83
13005,MBDP,PHR,89
13005,MBDP,PGW,89
13005,MBDP,JRC,92
13005,MBDP,JUC,88
13005,MBDP,KRE,85
13005,MBDP,BEAS,86
13005,MBDP,ASR,79
13005,AME,GNG,66
13005,AME,JAIS,65
13005,AME,RBL,62
13005,AME,BCN,64
13005,AME,LKO,37
13005,AME,BLM,34
13005,AME,HRI,38
13005,AME,SPN,37
13005,AME,BE,49
13005,AME,RMU,56
13005,AME,MB,45
13005,AME,DPR,49
13005,AME,NGG,50
13005,AME,NBD,52
13005,AME,LRJ,50
13005,AME,RK,51
13005,AME,SRE,41
13005,AME,YJUD,47
13005,AME,UMB,43
13005,AME,RPJ,48
13005,AME,SIR,51
13005,AME,LDH,83
13005,AME,PHR,89
13005,AME,PGW,89
13005,AME,JRC,92
13005,AME,JUC,88
13005,AME,KRE,85
13005,AME,BEAS,86
13005,AME,ASR,79
13005,GNG,JAIS,65
13005,GNG,RBL,62
13005,GNG,BCN,64
13005,GNG,LKO,37
13005,GNG,BLM,34
13005,GNG,HRI,38
13005,GNG,SPN,37
13005,GNG,BE,49
13005,GNG,RMU,56
13005,GNG,MB,45
13005,GNG,DPR,49
13005,GNG,NGG,50
13005,GNG,NBD,52
13005,GNG,LRJ,50
13005,GNG,RK,51
13005,GNG,SRE,41
13005,GNG,YJUD,47
13005,GNG,UMB,43
13005,GNG,RPJ,48
13005,GNG,SIR,51
13005,GNG,LDH,83
13005,GNG,PHR,89
13005,GNG,PGW,89
13005,GNG,JRC,92
13005,GNG,JUC,88
13005,GNG,KRE,85
13005,GNG,BEAS,86
13005,GNG,ASR,79
13005,JAIS,RBL,62
13005,JAIS,BCN,64
13005,JAIS,LKO,37
13005,JAIS,BLM,34
13005,JAIS,HRI,38
13005,JAIS,SPN,37
13005,JAIS,BE,49
13005,JAIS,RMU,56
13005,JAIS,MB,45
13005,JAIS,DPR,49
13005,JAIS,NGG,50
13005,JAIS,NBD,52
13005,JAIS,LRJ,50
13005,JAIS,RK,51
13005,JAIS,SRE,41
13005,JAIS,YJUD,47
13005,JAIS,UMB,43
13005,JAIS,RPJ,48
13005,JAIS,SIR,51
13005,JAIS,LDH,83
13005,JAIS,PHR,89
13005,JAIS,PGW,89
13005,JAIS,JRC,92
13005,JAIS,JUC,88
13005,JAIS,KRE,85
13005,JAIS,BEAS,86
13005,JAIS,ASR,79
13005,RBL,BCN,64
13005,RBL,LKO,37
13005,RBL,BLM,34
13005,RBL,HRI,38
13005,RBL,SPN,37
13005,RBL,BE,49
13005,RBL,RMU,56
13005,RBL,MB,45
13005,RBL,DPR,49
13005,RBL,NGG,50
13005,RBL,NBD,52
13005,RBL,LRJ,50
13005,RBL,RK,51
13005,RBL,SRE,41
13005,RBL,YJUD,47
13005,RBL,UMB,43
13005,RBL,RPJ,48
13005,RBL,SIR,51
13005,RBL,LDH,83
13005,RBL,PHR,89
13005,RBL,PGW,89
13005,RBL,JRC,92
13005,RBL,JUC,88
13005,RBL,KRE,85
13005,RBL,BEAS,86
13005,RBL,ASR,79
13005,BCN,LKO,37
13005,BCN,BLM,34
13005,BCN,HRI,38
13005,BCN,SPN,37
13005,BCN,BE,49
13005,BCN,RMU,56
13005,BCN,MB,45
13005,BCN,DPR,49
13005,BCN,NGG,50
13005,BCN,NBD,52
13005,BCN,LRJ,50
13005,BCN,RK,51
13005,BCN,SRE,41
13005,BCN,YJUD,47
13005,BCN,UMB,43
13005,BCN,RPJ,48
13005,BCN,SIR,51
13005,BCN,LDH,83
13005,BCN,PHR,89
13005,BCN,PGW,89
13005,BCN,JRC,92
13005,BCN,JUC,88
13005,BCN,KRE,85
13005,BCN,BEAS,86
13005,BCN,ASR,79
13005,LKO,BLM,34
13005,LKO,HRI,38
13005,LKO,SPN,37
13005,LKO,BE,49
13005,LKO,RMU,56
13005,LKO,MB,45
13005,LKO,DPR,49
13005,LKO,NGG,50
13005,LKO,NBD,52
13005,LKO,LRJ,50
13005,LKO,RK,51
13005,LKO,SRE,41
13005,LKO,YJUD,47
13005,LKO,UMB,43
13005,LKO,RPJ,48
13005,LKO,SIR,51
13005,LKO,LDH,83
13005,LKO,PHR,89
13005,LKO,PGW,89
13005,LKO,JRC,92
13005,LKO,JUC,88
13005,LKO,KRE,85
13005,LKO,BEAS,86
13005,LKO,ASR,79
13005,BLM,HRI,38
13005,BLM,SPN,37
13005,BLM,BE,49
13005,BLM,RMU,56
13005,BLM,MB,45
13005,BLM,DPR,49
13005,BLM,NGG,50
13005,BLM,NBD,52
13005,BLM,LRJ,50
13005,BLM,RK,51
13005,BLM,SRE,41
13005,BLM,YJUD,47
13005,BLM,UMB,43
13005,BLM,RPJ,48
13005,BLM,SIR,51
13005,BLM,LDH,83
13005,BLM,PHR,89
13005,BLM,PGW,89
13005,BLM,JRC,92
13005,BLM,JUC,88
13005,BLM,KRE,85
13005,BLM,BEAS,86
13005,BLM,ASR,79
13005,HRI,SPN,37
13005,HRI,BE,49
13005,HRI,RMU,56
13005,HRI,MB,45
13005,HRI,DPR,49
13005,HRI,NGG,50
13005,HRI,NBD,52
13005,HRI,LRJ,50
13005,HRI,RK,51
13005,HRI,SRE,41
13005,HRI,YJUD,47
13005,HRI,UMB,43
13005,HRI,RPJ,48
13005,HRI,SIR,51
13005,HRI,LDH,83
13005,HRI,PHR,89
13005,HRI,PGW,89
13005,HRI,JRC,92
13005,HRI,JUC,88
13005,HRI,KRE,85
13005,HRI,BEAS,86
13005,HRI,ASR,79
13005,SPN,BE,49
13005,SPN,RMU,56
13005,SPN,MB,45
13005,SPN,DPR,49
13005,SPN,NGG,50
13005,SPN,NBD,52
13005,SPN,LRJ,50
13005,SPN,RK,51
13005,SPN,SRE,41
13005,SPN,YJUD,47
13005,SPN,UMB,43
13005,SPN,RPJ,48
13005,SPN,SIR,51
13005,SPN,LDH,83
13005,SPN,PHR,89
13005,SPN,PGW,89
13005,SPN,JRC,92
13005,SPN,JUC,88
13005,SPN,KRE,85
13005,SPN,BEAS,86
13005,SPN,ASR,79
13005,BE,RMU,56
13005,BE,MB,45
13005,BE,DPR,49
13005,BE,NGG,50
13005,BE,NBD,52
13005,BE,LRJ,50
13005,BE,RK,51
13005,BE,SRE,41
13005,BE,YJUD,47
13005,BE,UMB,43
13005,BE,RPJ,48
13005,BE,SIR,51
13005,BE,LDH,83
13005,BE,PHR,89
13005,BE,PGW,89
13005,BE,JRC,92
13005,BE,JUC,88
13005,BE,KRE,85
13005,BE,BEAS,86
13005,BE,ASR,79
13005,RMU,MB,45
13005,RMU,DPR,49
13005,RMU,NGG,50
13005,RMU,NBD,52
13005,RMU,LRJ,50
13005,RMU,RK,51
13005,RMU,SRE,41
13005,RMU,YJUD,47
13005,RMU,UMB,43
13005,RMU,RPJ,48
13005,RMU,SIR,51
13005,RMU,LDH,83
13005,RMU,PHR,89
13005,RMU,PGW,89
13005,RMU,JRC,92
13005,RMU,JUC,88
13005,RMU,KRE,85
13005,RMU,BEAS,86
13005,RMU,ASR,79
13005,MB,DPR,49
13005,MB,NGG,50
13005,MB,NBD,52
13005,MB,LRJ,50
13005,MB,RK,51
13005,MB,SRE,41
13005,MB,YJUD,47
13005,MB,UMB,43
13005,MB,RPJ,48
13005,MB,SIR,51
13005,MB,LDH,83
13005,MB,PHR,89
13005,MB,PGW,89
13005,MB,JRC,92
13005,MB,JUC,88
13005,MB,KRE,85
13005,MB,BEAS,86
13005,MB,ASR,79
13005,DPR,NGG,50
13005,DPR,NBD,52
13005,DPR,LRJ,50
13005,DPR,RK,51
13005,DPR,SRE,41
13005,DPR,YJUD,47
13005,DPR,UMB,43
13005,DPR,RPJ,48
13005,DPR,SIR,51
13005,DPR,LDH,83
13005,DPR,PHR,89
13005,DPR,PGW,89
13005,DPR,JRC,92
13005,DPR,JUC,88
13005,DPR,KRE,85
13005,DPR,BEAS,86
13005,DPR,ASR,79
13005,NGG,NBD,52
13005,NGG,LRJ,50
13005,NGG,RK,51
13005,NGG,SRE,41
13005,NGG,YJUD,47
13005,NGG,UMB,43
13005,NGG,RPJ,48
13005,NGG,SIR,51
13005,NGG,LDH,83
13005,NGG,PHR,89
13005,NGG,PGW,89
13005,NGG,JRC,92
13005,NGG,JUC,88
13005,NGG,KRE,85
13005,NGG,BEAS,86
13005,NGG,ASR,79
13005,NBD,LRJ,50
13005,NBD,RK,51
13005,NBD,SRE,41
13005,NBD,YJUD,47
13005,NBD,UMB,43
13005,NBD,RPJ,48
13005,NBD,SIR,51
13005,NBD,LDH,83
13005,NBD,PHR,89
13005,NBD,PGW,89
13005,NBD,JRC,92
13005,NBD,JUC,88
13005,NBD,KRE,85
13005,NBD,BEAS,86
13005,NBD,ASR,79
13005,LRJ,RK,51
13005,LRJ,SRE,41
13005,LRJ,YJUD,47
13005,LRJ,UMB,43
13005,LRJ,RPJ,48
13005,LRJ,SIR,51
13005,LRJ,LDH,83
13005,LRJ,PHR,89
13005,LRJ,PGW,89
13005,LRJ,JRC,92
13005,LRJ,JUC,88
13005,LRJ,KRE,85
13005,LRJ,BEAS,86
13005,LRJ,ASR,79
13005,RK,SRE,41
13005,RK,YJUD,47
13005,RK,UMB,43
13005,RK,RPJ,48
13005,RK,SIR,51
13005,RK,LDH,83
13005,RK,PHR,89
13005,RK,PGW,89
13005,RK,JRC,92
13005,RK,JUC,88
13005,RK,KRE,85
13005,RK,BEAS,86
13005,RK,ASR,79
13005,SRE,YJUD,47
13005,SRE,UMB,43
13005,SRE,RPJ,48
13005,SRE,SIR,51
13005,SRE,LDH,83
13005,SRE,PHR,89
13005,SRE,PGW,89
13005,SRE,JRC,92
13005,SRE,JUC,88
13005,SRE,KRE,85
13005,SRE,BEAS,86
13005,SRE,ASR,79
13005,YJUD,UMB,43
13005,YJUD,RPJ,48
13005,YJUD,SIR,51
13005,YJUD,LDH,83
13005,YJUD,PHR,89
13005,YJUD,PGW,89
13005,YJUD,JRC,92
13005,YJUD,JUC,88
13005,YJUD,KRE,85
13005,YJUD,BEAS,86
13005,YJUD,ASR,79
13005,UMB,RPJ,48
13005,UMB,SIR,51
13005,UMB,LDH,83
13005,UMB,PHR,89
13005,UMB,PGW,89
13005,UMB,JRC,92
13005,UMB,JUC,88
13005,UMB,KRE,85
13005,UMB,BEAS,86
13005,UMB,ASR,79
13005,RPJ,SIR,51
13005,RPJ,LDH,83
13005,RPJ,PHR,89
13005,RPJ,PGW,89
13005,RPJ,JRC,92
13005,RPJ,JUC,88
13005,RPJ,KRE,85
13005,RPJ,BEAS,86
13005,RPJ,ASR,79
13005,SIR,LDH,83
13005,SIR,PHR,89
13005,SIR,PGW,89
13005,SIR,JRC,92
13005,SIR,JUC,88
13005,SIR,KRE,85
13005,SIR,BEAS,86
13005,SIR,ASR,79
13005,LDH,PHR,89
13005,LDH,PGW,89
13005,LDH,JRC,92
13005,LDH,JUC,88
13005,LDH,KRE,85
13005,LDH,BEAS,86
13005,LDH,ASR,79
13005,PHR,PGW,89
13005,PHR,JRC,92
13005,PHR,JUC,88
13005,PHR,KRE,85
13005,PHR,BEAS,86
13005,PHR,ASR,79
13005,PGW,JRC,92
13005,PGW,JUC,88
13005,PGW,KRE,85
13005,PGW,BEAS,86
13005,PGW,ASR,79
13005,JRC,JUC,88
13005,JRC,KRE,85
