category,page_number,from_station,to_station,coach,berth_no,berth_type,cabin,cabin_no
SLEEPER CLASS (SL),16,DURGAPUR (DGR),HOWRAH JN (HWH),S3,33,Lower Berth,,5
SLEEPER CLASS (SL),16,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,33,Lower Berth,,5
SLEEPER CLASS (SL),16,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,32,Side Upper Berth,,4
SLEEPER CLASS (SL),16,JAMUI (JMU),JASIDIH JN (JSME),S5,6,Upper Berth,,1
SLEEPER CLASS (SL),16,DURGAPUR (DGR),HOWRAH JN (HWH),S3,15,Side Lower Berth,,2
SLEEPER CLASS (SL),16,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,78,Upper Berth,,10
SLEEPER CLASS (SL),16,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,48,Side Upper Berth,,6
SLEEPER CLASS (SL),16,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,40,Side Upper Berth,,5
SLEEPER CLASS (SL),17,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),17,DD UPADHYAYA JN (DDU),BUXAR (BXR),S2,57,Lower Berth,,8
SLEEPER CLASS (SL),17,DURGAPUR (DGR),HOWRAH JN (HWH),S3,42,Middle Berth,,6
SLEEPER CLASS (SL),17,JASIDIH JN (JSME),ASANSOL JN (ASN),S2,57,Lower Berth,,8
SLEEPER CLASS (SL),17,DD UPADHYAYA JN (DDU),BUXAR (BXR),S2,60,Lower Berth,,8
SLEEPER CLASS (SL),17,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,6,Upper Berth,,1
SLEEPER CLASS (SL),17,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S2,60,Lower Berth,,8
SLEEPER CLASS (SL),17,PATNA JN (PNBE),JAMUI (JMU),S2,25,Lower Berth,,4
SLEEPER CLASS (SL),17,KIUL JN (KIUL),JAMUI (JMU),S3,27,Upper Berth,,4
SLEEPER CLASS (SL),17,PATNA JN (PNBE),JAMUI (JMU),S2,27,Upper Berth,,4
SLEEPER CLASS (SL),17,BUXAR (BXR),JAMUI (JMU),S2,68,Lower Berth,,9
SLEEPER CLASS (SL),18,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),18,PATNA JN (PNBE),BARH (BARH),S2,29,Middle Berth,,4
SLEEPER CLASS (SL),18,PATNA JN (PNBE),JAMUI (JMU),S2,50,Middle Berth,,7
SLEEPER CLASS (SL),18,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,74,Middle Berth,,10
SLEEPER CLASS (SL),18,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,75,Upper Berth,,10
SLEEPER CLASS (SL),18,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,56,Side Upper Berth,,7
SLEEPER CLASS (SL),18,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S2,54,Upper Berth,,7
SLEEPER CLASS (SL),18,CHITTARANJAN (CRJ),ASANSOL JN (ASN),S3,58,Middle Berth,,8
SLEEPER CLASS (SL),18,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,8,Side Upper Berth,,1
SLEEPER CLASS (SL),18,BUXAR (BXR),PATNA JN (PNBE),S2,17,Lower Berth,,3
SLEEPER CLASS (SL),18,BUXAR (BXR),PATNA JN (PNBE),S2,18,Middle Berth,,3
SLEEPER CLASS (SL),19,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),19,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,2,Middle Berth,,1
SLEEPER CLASS (SL),19,BUXAR (BXR),PATNA JN (PNBE),S2,20,Lower Berth,,3
SLEEPER CLASS (SL),19,ARA JN (ARA),PATNA JN (PNBE),S2,21,Middle Berth,,3
SLEEPER CLASS (SL),19,BUXAR (BXR),PATNA JN (PNBE),S1,69,Middle Berth,,9
SLEEPER CLASS (SL),19,BAKHTIYARPUR JN (BKP),JASIDIH JN (JSME),S2,43,Upper Berth,,6
SLEEPER CLASS (SL),19,JAMUI (JMU),JASIDIH JN (JSME),S2,44,Lower Berth,,6
SLEEPER CLASS (SL),19,BUXAR (BXR),JHAJHA (JAJ),S1,66,Middle Berth,,9
SLEEPER CLASS (SL),19,KIUL JN (KIUL),JASIDIH JN (JSME),S2,46,Upper Berth,,6
SLEEPER CLASS (SL),19,DURGAPUR (DGR),HOWRAH JN (HWH),S2,25,Lower Berth,,4
SLEEPER CLASS (SL),19,KIUL JN (KIUL),JASIDIH JN (JSME),S2,48,Side Upper Berth,,6
SLEEPER CLASS (SL),20,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),20,DURGAPUR (DGR),HOWRAH JN (HWH),S2,27,Upper Berth,,4
SLEEPER CLASS (SL),20,MOKAMEH JN (MKA),JAMUI (JMU),S2,30,Upper Berth,,4
SLEEPER CLASS (SL),20,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S2,51,Upper Berth,,7
SLEEPER CLASS (SL),20,BUXAR (BXR),DANAPUR (DNR),S3,73,Lower Berth,,10
SLEEPER CLASS (SL),20,PATNA JN (PNBE),JAMUI (JMU),S2,34,Middle Berth,,5
SLEEPER CLASS (SL),20,DURGAPUR (DGR),HOWRAH JN (HWH),S3,16,Side Upper Berth,,2
SLEEPER CLASS (SL),20,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S2,56,Side Upper Berth,,7
SLEEPER CLASS (SL),20,BUXAR (BXR),PATNA JN (PNBE),S1,74,Middle Berth,,10
SLEEPER CLASS (SL),20,BUXAR (BXR),PATNA JN (PNBE),S2,19,Upper Berth,,3
SLEEPER CLASS (SL),20,JASIDIH JN (JSME),ASANSOL JN (ASN),S1,69,Middle Berth,,9
SLEEPER CLASS (SL),21,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),21,JASIDIH JN (JSME),ASANSOL JN (ASN),S1,67,Upper Berth,,9
SLEEPER CLASS (SL),21,ARA JN (ARA),PATNA JN (PNBE),S2,23,Side Lower Berth,,3
SLEEPER CLASS (SL),21,BUXAR (BXR),PATNA JN (PNBE),S2,24,Side Upper Berth,,3
SLEEPER CLASS (SL),21,JHAJHA (JAJ),JASIDIH JN (JSME),S1,46,Upper Berth,,6
SLEEPER CLASS (SL),21,PATNA JN (PNBE),JAMUI (JMU),S2,26,Middle Berth,,4
SLEEPER CLASS (SL),21,PATNA JN (PNBE),BARH (BARH),S2,28,Lower Berth,,4
SLEEPER CLASS (SL),21,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S1,80,Side Upper Berth,,10
SLEEPER CLASS (SL),21,JASIDIH JN (JSME),ASANSOL JN (ASN),S1,78,Upper Berth,,10
SLEEPER CLASS (SL),21,BUXAR (BXR),PATNA JN (PNBE),S2,14,Upper Berth,,2
SLEEPER CLASS (SL),21,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S2,75,Upper Berth,,10
SLEEPER CLASS (SL),22,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),22,BUXAR (BXR),PATNA JN (PNBE),S2,16,Side Upper Berth,,2
SLEEPER CLASS (SL),22,JASIDIH JN (JSME),ASANSOL JN (ASN),S1,72,Side Upper Berth,,9
SLEEPER CLASS (SL),22,BAKHTIYARPUR JN (BKP),CHITTARANJAN (CRJ),S1,53,Middle Berth,,7
SLEEPER CLASS (SL),22,BUXAR (BXR),PATNA JN (PNBE),S1,72,Side Upper Berth,,9
SLEEPER CLASS (SL),22,DURGAPUR (DGR),HOWRAH JN (HWH),S1,49,Lower Berth,,7
SLEEPER CLASS (SL),22,BAKHTIYARPUR JN (BKP),CHITTARANJAN (CRJ),S1,50,Middle Berth,,7
SLEEPER CLASS (SL),22,ARA JN (ARA),DANAPUR (DNR),S1,49,Lower Berth,,7
SLEEPER CLASS (SL),22,MOKAMEH JN (MKA),JASIDIH JN (JSME),S1,26,Middle Berth,,4
SLEEPER CLASS (SL),22,JHAJHA (JAJ),JASIDIH JN (JSME),S1,45,Middle Berth,,6
SLEEPER CLASS (SL),22,KIUL JN (KIUL),ASANSOL JN (ASN),S1,64,Side Upper Berth,,8
SLEEPER CLASS (SL),23,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),23,DURGAPUR (DGR),HOWRAH JN (HWH),S2,26,Middle Berth,,4
SLEEPER CLASS (SL),23,BUXAR (BXR),PATNA JN (PNBE),S1,60,Lower Berth,,8
SLEEPER CLASS (SL),23,JASIDIH JN (JSME),ASANSOL JN (ASN),S1,61,Middle Berth,,8
SLEEPER CLASS (SL),23,DURGAPUR (DGR),HOWRAH JN (HWH),S2,52,Lower Berth,,7
SLEEPER CLASS (SL),23,KIUL JN (KIUL),JASIDIH JN (JSME),S1,58,Middle Berth,,8
SLEEPER CLASS (SL),23,BUXAR (BXR),ARA JN (ARA),S1,77,Middle Berth,,10
SLEEPER CLASS (SL),23,BUXAR (BXR),PATNA JN (PNBE),S2,15,Side Lower Berth,,2
SLEEPER CLASS (SL),23,BUXAR (BXR),ARA JN (ARA),S1,75,Upper Berth,,10
SLEEPER CLASS (SL),23,BAKHTIYARPUR JN (BKP),ASANSOL JN (ASN),S1,54,Upper Berth,,7
SLEEPER CLASS (SL),23,JAMUI (JMU),MADHUPUR JN (MDP),S1,33,Lower Berth,,5
SLEEPER CLASS (SL),24,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),24,DD UPADHYAYA JN (DDU),DANAPUR (DNR),S1,32,Side Upper Berth,,4
SLEEPER CLASS (SL),24,BUXAR (BXR),PATNA JN (PNBE),S1,30,Upper Berth,,4
SLEEPER CLASS (SL),24,DD UPADHYAYA JN (DDU),BUXAR (BXR),S1,29,Middle Berth,,4
SLEEPER CLASS (SL),24,DD UPADHYAYA JN (DDU),ARA JN (ARA),S1,28,Lower Berth,,4
SLEEPER CLASS (SL),24,BUXAR (BXR),PATNA JN (PNBE),S1,67,Upper Berth,,9
SLEEPER CLASS (SL),24,BAKHTIYARPUR JN (BKP),JASIDIH JN (JSME),S1,25,Lower Berth,,4
SLEEPER CLASS (SL),24,JASIDIH JN (JSME),ASANSOL JN (ASN),S1,60,Lower Berth,,8
SLEEPER CLASS (SL),24,JASIDIH JN (JSME),CHITTARANJAN (CRJ),S1,2,Middle Berth,,1
SLEEPER CLASS (SL),24,JASIDIH JN (JSME),CHITTARANJAN (CRJ),S1,1,Lower Berth,,1
SLEEPER CLASS (SL),24,JHAJHA (JAJ),JASIDIH JN (JSME),S1,41,Lower Berth,,6
SLEEPER CLASS (SL),25,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),25,MADHUPUR JN (MDP),CHITTARANJAN (CRJ),S1,40,Side Upper Berth,,5
SLEEPER CLASS (SL),25,BUXAR (BXR),PATNA JN (PNBE),S2,32,Side Upper Berth,,4
SLEEPER CLASS (SL),25,BUXAR (BXR),BAKHTIYARPUR JN (BKP),S1,38,Upper Berth,,5
SLEEPER CLASS (SL),25,BAKHTIYARPUR JN (BKP),JASIDIH JN (JSME),S1,37,Middle Berth,,5
SLEEPER CLASS (SL),25,BAKHTIYARPUR JN (BKP),JASIDIH JN (JSME),S1,36,Lower Berth,,5
SLEEPER CLASS (SL),25,BUXAR (BXR),PATNA JN (PNBE),S1,35,Upper Berth,,5
SLEEPER CLASS (SL),25,BAKHTIYARPUR JN (BKP),MADHUPUR JN (MDP),S1,34,Middle Berth,,5
